prompt,title,essay,score,possui_titulo,quant_de_palavras,Zero?,Língua Port,Tema e Gênero,Coerência,Coesão,Prop de Interv,Distintas,Ortografia,Gramática,Pontuação,Estilo,Concordância,Outros
40,(Sem título 079),"['Miscigenação, essa palavra define as características físicas e culturais das pessoas ao redor do mundo. São inúmeras formas corporais, tons de pele, cores de olhos e atributos que se pode encontrar, porém, toda essa variação vem sofrendo uma certa repressão dos novos padrões estéticos que surgem a cada momento.O desejo de ter corpos com determinadas medidas ou cabelos com formato específico, por exemplo, faz com que pessoas saiam em busca de formas cada vez mais rápidas para atingir seus objetivos. Essa rapidez, entretanto, acaba tornando atraentes métodos que trazem maior risco à saúde dos indivíduos.Injetar substâncias no corpo, passar por cirurgias e mudar a alimentação são alguns desses meios, e demonstram uma incessante busca dessas pessoas por autoestima e aceitação da sociedade.Tentando acabar com essa ideia de insatisfação com o próprio corpo, grupos como ""Orgulho Crespo"" e ""Gordinhas Assumidas"" promovem passeatas nas quais afirmam seu orgulho em fugir dos padrões e encorajam outros cidadãos a assumir suas próprias formas.Esse tipo de iniciativa é o que realmente faz a diferença, pois interage com a sociedade e mostra que a miscigenação não assume padrões.']",680,Sim,182,1,120, 120, 160, 120, 160,133,0.0,0.0,0.0,0.0,0.0,4.0
36,A escravidão moderna,"['No Brasil e em outros paises no mundo ainda existe a escravidao apesar do indice brasileiro for baixo Ainda é um problema no pais . Uma grande maioria dessas pessoas que são escravas não tem sequer escolaridade esse é um fator que gera uma consequencia devido a alta dificuldade em entrar no mercado de trabalho sem o minimo de estudo há também pessoas que migram de outros paises ilegalmente e vão para as zonas rurais brasileiras aonde fica concentrado os ""escravos mordenos""', 'Na Amazônia em anos e anos resgatam um numero consideralmente de escravos em pessimas condições de higiene é a maioria de 15 a 40 anos. Estudiosos acreditam que a escravidão moderna existe por um fator lucro uma pesquisa feita estima que a escravidão moderna gera o equivalente a quatro das empresas mais lucrativas do mundo.', 'A maioria é afetado por essa nova escravidão pois governo gasta receitas altas para processar casos de escravidão moderna esse dinheiro poderia ser investido na educação, saúde, seguranças entre outros. Contratar novos fiscais para a escravidao moderna e cria algo que gera empregos além de dar apoio a vitima da escravidao ja seria um começo para erradicar esse novo comercio ilegal.']",0,Sim,198,0,0, 0, 0, 0, 0,126,0.0,0.0,0.0,0.0,0.0,18.0
11,A evolução para a destruição,"['O período Neolítico ou Idade da Pedra Lascada Polida (12 mil a 4 mil a.c.) é considerado o início do sedentarismo humano, confrontado Homem x Natureza, permitindo a destruição da vegetação local para criar gados e uso da agricultura. Hodiernamente, o avanço tecnológico proporcionou maiores danos ao ambiente, por parte das indústrias, propiciado aos dilemas ecológicos, que ocorrem não só pela quebra de acordos mundiais de controle da poluição, mas também pela deficiente formação de seres ecológicos na educação básica.', 'Promulgado em 1997, o Protocolo de Kyoto é um acordo entre países desenvolvidos, subdesenvolvidos e emergentes que garante a redução na emissão de gases poluentes, todavia nações como os Estados Unidos, por exemplo, não cumpriram suas responsabilidades com o tratado, liberando dióxido de carbono (CO2). Segundo dados da ONU em 2015, apenas 37 dos 189 Estados conseguiram alcançar a meta estabelecida, logo se verifica a negligências dos Territórios países quanto a à questão ambiental, que afeta diretamente ecossistemas.', 'Outrossim, a falta de debates sobre esse dilema em escolas de educação básica corrobora para a manutenção da poluição. Consoante L. Kohlberg, as discussões de problemas geram um conflito cognitivo que leva ao amadurecimento do raciocínio moral. Assim, seres conscientes deixariam de comprar mercadorias de países poluidores, como a China. Desta forma, ocorre uma valorização de mercadorias das nações ecológicas, tornando essa luta mais forte.', 'Portanto, indubitavelmente, medidas são necessárias para resolver esse problema. Cabe ao Ministério das Relações Exteriores incentivar países altamente poluidores a aderir as mudanças, até mesmo acordos de taxamento coletivo entre nações nas mercadorias, para que ocorra a desvalorização comercial e por conseguinte, à diminuição de sua produção. O Ministério da Educação deve proporcionar condições adequadas para a inclusão de rodas de conversa entre alunos e profissionais da área, objetivando a formação de seres mais ecológicos, que reduzirão o consumo de matérias produtores produtoras de CO2. Desse modo, a sociedade distancia-se-á distanciar-se-á de um fim próximo, ocasionado pelo descuido com nosso maior bem, a Natureza!']",400,Sim,327,1,80, 80, 80, 80, 80,222,0.0,0.0,0.0,0.0,0.0,9.0
27,Prezado senhor UOL,"['São Paulo, 1º. de agosto de 2017.', 'Prezado senhor UOL,', 'É de conhecimento geral que o debate ele é essencial para o conhecimento humanopor que através de opiniões em grupos , é que muitas pessoas chegam a fatos concretos. Porém como o Jornalista estadunidense Robert Quillen diz “Um debate é uma troca de conhecimentos, uma discussão é uma troca de ignorâncias”,desse modo é possível entender que nos dias atuais não esta havendo uma troca de conhecimentos, mas, sim, uma troca de ignorâncias.', 'Pode se mencionar por exemplo um debate politico passado televisão da Jordania, a discussão era a cerca da crise na Síria, quando uns dos deputados irritado jogou o sapato e sacou a arma para o seu oponente.  No Brasil ocorreu um fato parecido em um programa de televisão, o candidato foi para apresentar suas proposta mas o que fez foi falar “mal”  de outros políticos e por motivo final saiu briga entre o apresentador e o candidato .', 'Visto que a pergunta fica senhor UOL como deveria ser um debate? segundo um site de pesquisa chamado DCM as pessoas que estiverem debatendo devem respeitar as opiniões alheias, não ofender os demais participantes, manter-se no tema, não usar a violência, preconceito,  intolerância. Se os debates fossem feitos assim traria uma melhora não só para o âmbito politico político, como para o próprio pais, as pessoas tem que aprender a ouvir os outros que também querem compartilhar o seu conhecimento.', 'Desde já agradeço sua atenção!', 'Atenciosamente,', 'Raquel']",600,Sim,247,1,120, 120, 120, 120, 120,154,0.0,0.0,0.0,0.0,0.0,22.0
23,A Desinformação sobre Produtos Transgênicos,"['Não é possível falar sobre produtos transgênicos sem fazer uma reflexão a respeito do símbolo ostensivo impresso nesses alimentos. Por isso, é necessário considerar que se deva usar um rótulo comum, contendo as informações necessárias e não a letra “T” de forma e aparência depreciativa, desvalorizando assim esses alimentos.', 'Um fator a ser analisado em relação a situação em questão é que esses produtos geneticamente modificados, em dez anos de uso,  não foi registrado algum dano negativo à saúde de quem se alimenta deles. Entende-se então que apesar de ainda não ser um produto amplamente aceito pela população em geral, o ingrediente transgênico não representa riscos ao bem-estar das pessoas.', 'Outro fator importante é que os consumidores devem ser informados se determinado ingrediente de um produto é modificado geneticamente ou não, porém, essa informação do rótulo não precisa ser depreciativa ou passar a imagem de que se trata de algo perigoso ou prejudicial. Pode se verificar um exemplo disso nas embalagens atuais dos alimentos transgênicos.', 'Entende-se com isso, que um dos maiores problemas da informação dos rótulos citados é que os mesmos, do jeito que se encontram, com aparência de produto perigoso, prejudicam o comércio dos mesmos. Uma das soluções para isso seria manter a informação de que naquele alimento há ingredientes modificados geneticamente, porém, utilizando um símbolo normal, com explicações esclarecendo a população sobre os benefícios que esse produto pode proporcionar.']",400,Sim,232,1,120, 0, 80, 80, 120,138,0.0,0.0,0.0,0.0,0.0,2.0
7,Um mundo oculto,"['Nosso mundo hoje está muito tecnológico, mas há muitas falhas, dados de pessoais podem ser vasculhados por especialista especialistas da tecnologia do mundo do crime, até dinheiro no caso das Criptomoedas criptomoedas (moeda universal), que podem causar furtos virtuais, vícios muito grandes e um mundo sem leis.', 'Segundo dados da Folha de São Paulo, mais de R$ 6,35 milhões foram furtados por grupos de hackers em 2018, deixando várias empresas e pessoas em crises financeiras, pelo mundo todo, pois a Criptomoeda criptomoeda é uma moeda universal, ou seja, válida no mundo todo.', 'Hoje Hoje, em nosso mundo capitalista, as pessoas ficam em torno do dinheiro, em uma ambição enorme, dependendo do caso o indivíduo comete crimes, deixando crises por onde cometem esse caso esses casos de furtos de dinheiro.', 'Neste mundo anônimo, muitos crimes são cometidos, mas os criminosos apagam dados, localidade e como fez esse delito sem deixar pistas de quem cometeu esses graves crimes.', 'Diante de tais problemas, as possíveis soluções é são: fortalecer sistemas de seguranças para evitar essas invasões e o governo investir na nas investigações destes desses crimes, contratando mais equipes de especialistas para evitar esses roubos e aplicando punições drásticas para quem cometer esses delitos.']",440,Sim,201,1,80, 80, 80, 80, 120,130,0.0,0.0,0.0,0.0,0.0,5.0
12,Canção ao hino nacional brasileiro,"['Apesar de muitos entenderem o contrário, a cultura o culto aos símbolos nacionais ainda identifica o patriotismo. Desta forma, a retomada de professores e alunos à canção do retomar o ato de cantar o Hino Nacional Brasileiro nas escolas busca resgatar valores postos em esquecimento. No entanto, isso deve ser incentivado de forma democrática, sem imposição estatal.', 'Durante competições esportivas, como nos jogos mundiais da copa do mundo Copa do Mundo de futebol, é comum ser visto serem vistos grupos que entoam o Hino Nacional nos instantes antes do anteriores ao início da partida. Esse entusiasmo, no entanto, é proveniente da forte ligação que os brasileiros têm com o esporte. Mesmo que locutores esportivos convoquem, de forma indireta, que todos fiquem de pé, com a mão direita no ""coração"" para entoar a canção o hino da pátria, não há quem questione essa ""obrigação"". Isso se dá pelo fato de fazerem, não de o fazerem não por amor à pátria, mas aos jogos.', 'A solicitação para professores e alunos entoarem o Hino Nacional do País país busca resgatar a ideologia de o patriotismo, o sentimento de pertencimento pertencer a uma nação e valorização do símbolo do Brasil de seus símbolos. Isso contribuirá para a formação da ideia de pertencimento e busca formar pessoas que possam lutar por sua pátria, não em guerras, conflitos armados, mas contra a corrupção da política, a desigualdade social; social e o crescimento da violência. Dessa forma, o país poderá ter uma democracia participativa em que todos estejam envolvidos.', 'Por tudo isso, observa-se que a cultura o culto ao patriotismo deve começar nas escolas. Políticas públicas que valorizem o resgate ao aprendizado ao do Hino Nacional contribuirá contribuirão para o fortalecimento da democracia. Afinal, incentivar alunos e professores a cultuar os símbolos nacionais também e é uma forma de defender a nação.']",480,Sim,305,1,120, 80, 80, 80, 120,164,0.0,0.0,0.0,0.0,0.0,3.0
7,O novo sistema financeiro mundial,"['Ao longo da história da humanidade humanidade, o dinheiro assumiu diversas formas, uma formas. Uma das primeiras foram as moedas rudimentares de ouro e prata, depois surgiram os bancos que assumiram a responsabilidade de guardar esse recurso e também de controlar sua emissão junto ao governo. Uma nova forma de moeda surgiu em 2009, a bitcoin, uma criptomoeda descentralizada descentralizada, que não depende das regras dos órgãos reguladores. É fato que tal feito é uma revolução econômica e tecnológica mundial.', 'Após o lançamento da bitcoin bitcoin, outras criptomoedas foram criadas a partir dela, o que facilita o acesso a essa inovação. Por serem novas novas, ainda não possuem uma regulamentação governamental, o que permite pleno controle de cada indivíduo sobre seu capital. A novidade toma dos bancos a autoridade de controlar a riqueza, proporcionando uma maneira diferente de operar o dinheiro que não depende de serviços secundários e diminui os custos de taxas; isso taxas. Isso impede qualquer órgão de confiscar o montante do sujeito. Dessa maneira dívidas com bancos podem ser extintas, o que ameniza crises econômicas e beneficiam os setores sociais.', 'As criptomoedas não pertencem a um país, portanto são de fácil circulação e mundiais internacionais e de fácil circulação, o que possibilita compras e transações com maior rapidez e sem difíceis conversões conversões difíceis. A criação de criptomoedas não depende de órgão governamentais, isentando-as de medidas protecionistas. Essa mudança permite que conflitos políticos e econômicos sejam aplacados uma vez que as grandes disparidades entre as diferentes moedas centralizadas não existirão.', 'Ao analisar os fatos mencionados mencionados, conclui-se que o fenômeno dessa revolução econômica não pode ser evitado, uma vez que a elaboração é feita por grupos independentes independentes, livres de regras do mundo bancário. Portanto, na transformação no do mundo econômico econômico, os bancos sairão prejudicados já que sua existência chega ao fim a menos que se adaptem e encontrem seu espaço na hodierna realidade realidade hodierna. Tais entidades serão substituídas pelos formuladores criadores das novas moedas que assumem um papel divergente do anterior. A política terá que se amoldar ao novo sistema financeiro monitorado descomplicadamente pela massa populacional pelo povo.']",560,Sim,354,1,120, 120, 120, 120, 80,210,0.0,0.0,0.0,0.0,0.0,10.0
27,A limitada capacidade da maioria dos brasileiros,"['A limitada capacidade da maioria dos brasileiros na construção de seus argumentos ficou mais evidente com o avanço da crise política que se instaurou em nosso país nos últimos anos. Os debates tornaram-se polarizados e maniqueístas; ambos os lados acreditam que as suas ideologias e opiniões são verdades absolutas, que o seu lado é o lado do bem, da honestidade, e o único caminho para se alcançar o progresso. Já o lado oposto nada tem a acrescentar afinal é o lado da corrupção, da mentira, dos vilões que desejam tirar os direitos e tomar o país para si. Acusações feitas a partir de falas mal interpretadas e falta de averiguação de notícias que circulam em redes sociais fazem parte deste cenário onde não há espaço para discussões limpas e construtivas.', 'Para alcançar o domínio no desenvolvimento de nossos argumentos , é necessário acima de tudo o respeito pelos argumentos e opiniões contrárias. Devemos reconhecer os pontos fracos das ideias que defendemos e exaltar o que há de melhor no ponto de vista dos outros.', 'É de fundamental importância que nossos argumentos sejam apoiados por dados e informações verdadeiras, de fontes confiáveis; não podemos ter como base boatos e difamações espalhadas na internet.', 'Estimular a leitura crítica e organizar debates sobre diferentes temas em colégios e universidades são grandes ferramentas para o aprendizado da argumentação pelos estudantes.', 'O respeito às opiniões alheias, a aceitação das falhas em nossas convicções e a busca das soluções para os problemas comuns a todos devem reger o andamento de um debate.']",840,Sim,256,1,200, 160, 160, 200, 120,163,0.0,0.0,0.0,0.0,0.0,2.0
9,Ensino público superior híbrido,"['Há muito que se discutir sobre o tema do ensino público superior no Brasil, que carece tanto de suporte material quanto de recursos humanos. Algo não está bem com o ensino superior, tanto que nos últimos anos o número de matrículas em escolas particulares cresceu assustadoramente, sendo atraídas não só pelo valor da mensalidade, mas também pela disponibilidade da educação a distância (EaD).', 'Mesmo antes do corte de verbas proposto pelo executivo federal Executivo, as universidades federais brasileiras já eram (e continuam sendo) sucateadas e depredadas. Com isto isso, deve-se observar que há algo de diferente na administração dos recursos que são disponibilizados aos reitores. Uma auditoria em todas as universidades, antes dos cortes orçamentários, demonstraria uma boa atitude administrativa de avaliação da aplicação dos recursos públicos. O que certamente ocorreria com muita frequência, caso o dinheiro ali investido fosse privado e os gestores tivessem de prestar contas mais constantemente.', 'Recentemente, um jornal de circulação nacional apontou algumas saídas para esse impasse, utilizando-se de modelos internacionais onde dos quais uma das sugestões seria empresas privadas investindo em universidades que gerariam profissionais para o mercado de trabalho; o estudo trabalho. O jornal também apresentava que, hoje, o foco das universidades federais se move mais para a área de pesquisa do que para o mercado, gerando um déficit de profissionais altamente qualificados.', 'Há de que de se considerar que o investimento privado, com critérios de pagamento de mensalidades para os que puderem com elas arcar (com regras claras e transparentes), é muito bem-vindo tanto para que haja uma supervisão pelas entidades privadas sobre a aplicação dos recursos, quanto para a qualidade do ensino que está sendo disponibilizado pela universidade. Não se trata de uma proposição de tutela privada sobre a universidade, mas de uma parceria de ganha-ganha. O Estado deve buscar essas parcerias, o que poderá trazer benefícios não só para solucionar o déficit financeiro, mas também para a área educacional, livrando as universidades de ideologias governamentais (de direita ou esquerda) tão presentes atualmente.']",600,Sim,332,1,120, 120, 120, 120, 120,193,0.0,0.0,0.0,0.0,0.0,1.0
