prompt,title,essay,score,possui_titulo,quant_de_palavras,Zero?,Língua Port,Tema e Gênero,Coerência,Coesão,Prop de Interv,Distintas,Ortografia,Gramática,Pontuação,Estilo,Concordância,Outros
68,Preservação histórica.,"['Se quiseres prever o futuro estuda o passado, tal declaração proposta por Confúcio\xa0 filósofo chinês, permite refletir em nossos dias,\xa0 sobre valorização do patrimônio histórico . A falta de saber o porquê precisa-se preservar e valorizar o patrimônio é um desafio a ser enfrentado de forma mais organizada por nossa sociedade. Nesse sentido convém, analisarmos\xa0 a problemática em questão que ocorre devido não só a negligncia do poder público, como também pela falta de interesse da sociedade.', 'Em primeira anlise, podemos apontar a negligncia do poder público,\xa0 como um dos grandes motivadores para o agravamento da questão. Estima-se que no Brasil, por exemplo, um museu tenha sido incendiado por ano, desde a última década; essa omissão mostra que o valor precisa-se ser reorganizado de forma viável. É inaceitável, que com a alta cobrança de tributos impostos ao cidadão, ele não possa contar com o Estado para manter seu legado histórico intacto e valorizado.', 'Além do mais, a falta de interesse por parte da sociedade e informação sobre o quanto é importante prestigiar o patrimônio piora a situação . De acordo com o portal G1, que apenas cerca de 40% dos indivíduos já visitaram um museu . Apresenta-se, desse modo, como danosa a ideia de que a uma enorme falta de desinteresse que prejudica a valorização, como afirma Confúcio precisa-se estudar o passado logo a sociedade necessita reconhecer a importância do legado histórico', 'Infere-se, portanto,\xa0que medidas são necessárias para resolver o impasse. O Poder Público\xa0 em parceria com IPHAN deve estabelecer e garantir por meio de uma porcentagem dos tributos impostos recebido do Estado, recursos frequentes para a manutenção dos patrimônios históricos, com intuito de estabilizar é mantê-lo intacto. Ademais, o Ministério da Educação em parceria com a mídia deve formular propagandas por meio, de comercias televisionados e redes sociais que informe e incentive a sociedade a importância de frequentar e valorizar o legado dos antepassados;\xa0\xa0a fim de promover um destaque na valorização e maior participação social. A partir dessas ações, almeja que a herança nos deixada tenha seu merecido valor.']",600,Sim,340,1,120, 120, 120, 120, 120,192,0.0,0.0,0.0,0.0,0.0,17.0
73,"A Cultura pode ser o caminho, já iniciado","['“Cabelo crespo e a pele escura a ferida, a chaga a procura da cura... Ver pobre preso ou morto já é cultural”. Essas situações retratadas na letra da música “Negro Drama”\xa0 do grupo Racionais MC’s, mostram os desafios enfrentados pelos negros no país desigualdade social, discriminação e racismo . Além disso, evidencia-se que nem os problemas enfrentados por eles tampouco suas lutas são recentes\xa0.', 'Segundo o IBGE, cerca de 54% da população brasileira é negra, isso significa que a maior parte dos habitantes do país é afrodescendente. O que é controverso, pois, democraticamente\xa0\xa0a maioria\xa0tem o poder de decidir e defender seus direitos e\xa0mesmo assim estes não têm a totalidade seus direitos assegurados.', 'Apesar disso, o negro vê na cultura uma forma de quebrar as barreiras do preconceito. Através da música é retratado o sofrimento por eles vivido desde a escravidão. Ainda, atualmente existem diversos movimentos sociais\xa0\xa0que visam manter viva a cultura desse povo e mostrar que esta faz parte da história de todos os brasileiros. O grupo Olodon, da Bahia, é um grande exemplo, referência no Brasil e no mundo.', 'Contudo, essa situação (negativa) tende a mudar, com o passar dos anos, por maior sensibilização da sociedade, políticas públicas e enrijecimento da lei contra o racismo. No mais, é de extrema importância que o respeito seja ensinado em casa, por pas e responsáveis e seja massificado nas escolas para que surja uma geração cada vez mais empática. E resolver o déficit da educação, proporcionado ensino de qualidade a todos afim de assegurar oportunidades iguais, independentemente da cor da pele ou classe social.']",600,Sim,262,1,120, 120, 120, 120, 120,177,0.0,0.0,0.0,0.0,0.0,11.0
52,Gravidez na adolescência no Brasil,"['No filme ""Mary Shelley"", exibido pela provedora global de televisão Netflix, é retratado a vida de uma adolescente. Nele, a protagonista se apaixona e acaba engravidando aos seus 16 anos de idade . Na vida real, o mesmo acontece constantemente no Brasil, visto que não há medidas eficazes de prevenção. Isso ocasiona numa série de nascimentos não planejados que trazem consequências, como o risco de vida de meninas e a evasão escolar das mesmas.', 'Dados revelam que , em 2011, o país teve 2.913.160 nascimentos, sendo 533.103 nascidos de meninas com idade entre 15 e 19 anos e 27.785 nascidos de meninas de 10 e 14 anos. Além disso, 30% das garotas que engravidaram na adolescência acabam tendo outro filho no primeiro pós-parto. Essas pesquisas mostram que quanto menor for a idade da menina maior serão os riscos que um filho(a) poderá trazer na sua vida sexual, psicológica, estudantil e familiar.', 'Esse problema pode ser solucionado se instituições, como escolas, fizerem palestras de educação e conscientização sexual . O governo tem por sua obrigação a distribuição de anticoncepcionais, como a camisinha, para que a população usufrua desses métodos contraceptivos. Além disso, é de extrema importância o acompanhamento familiar e profissional, no caso psicólogos, para evitar uma possível gravidez indesejada.']",520,Sim,209,1,120, 120, 80, 120, 80,142,0.0,0.0,0.0,0.0,0.0,5.0
54,A Proeminência do uso das vacinas,"['No filme Maze Runner: A Cura Mortal, os protagonistas iniciam uma \xa0\xa0para encontrar a um agente que age contra uma determinada doença que pode ceifar a vida de quem não adquirir esse artifício . A trama do filme explana que a vacinação para combater doenças é demasiadamente vital para a sobrevivência do indivíduo, e é dessa forma que é possível fazer uma analogia com a realidade vivida nos tempos contemporâneos, expondo a importância das vacinas.', 'Muitas doenças foram erradicadas ao longo da história, um exemplo é o sarampo que na maioria dos países é inexistente, esse fato se dá pela evolução da medicina, onde muitos cientistas desenvolveram métodos para combater tais imbróglios, que são as vacinas. Com o decorrer do tempo, as vacinas foram se mostrando eficientes e por consequência disso, auxiliando na vida saudável e na longevidade da sociedade como um todo. Do recém nascido ao idoso,\xa0 é indubitável seguir a risca todo o processo de vacinação que é imposto pelo sistema de saúde, dessa forma corroborando para que as enfermidades não o prejudiquem.', 'Em contrapartida, deve existir todo um aparato para que as vacinações exerçam suas funções de maneira correta e ordenada e assim se tornar eficazes. Não são todos os países que possuem condições econômicas e tecnológicas de fazer o uso desses métodos, isso acarreta em novos surtos de doenças que, em outros lugares já foram exterminadas, exemplo disso foi o retorno do sarampo no Brasil, em meados de 2018,, causando exacerbadas adversidades no país e consequentemente levando pessoas a morte. Um grande alvoroço se alastrou pelo território brasileiro, fazendo com que a população ficasse temerosa e em virtude disso, procurar as devidas precauções para evitar o sarampo.', 'Tendo em vista os fatos apresentados\xa0cabe ao Ministério da Saúde por meio de palestras em escolas e locais públicos, conscientizar e aconselhar a comunidade a procurar unidades básicas de saúde ou instituições privadas para receberem as vacinas e dessa forma, evitando a contração de vírus e doenças que os prejudiquem.']",560,Sim,331,1,120, 120, 120, 120, 80,193,0.0,0.0,0.0,0.0,0.0,11.0
65,,"['A questão da criminalidade entre jovens no país teve um aumento significativo nos últimos anos, trazendo sérias preocupações. Segundo uma pesquisa feita em 2014 pelo Fórum Brasileiro de Segurança Pública o número de jovens aprendidos nos últimos anos passou de 4245 para 24 628 (2014).', 'Em sua maioria por falta de oportunidades, apoio familiar ou até mesmo por falta de condições financeiras, \xa0possível perceber que os jovens estão arriscando jogando-se na criminalidade, deixando de lado a escola, deste modo trazendo problemas, pois, com a formação escolar incompleta, oportunidades de trabalho ficam difíceis de encontrar, então furto e o tráfico de drogas vm como opção financeira.', 'Portanto, é importante a participação das escolas, por meio dela tentar mostrar os perigos da criminalidade e formar bons cidadãos, como dizia Immanuel Kant “o homem não é nada além daquilo que a educação faz dele”. Além disso, a construção de centros de reeducação para jovens menores de idade que forem aprendidos serem aconselhados e apoiados . Certo propor também a criação de novos programas de oportunidades de emprego para jovens um exemplo é o programa jovem aprendiz.']",560,Não,183,1,120, 120, 80, 120, 120,129,0.0,0.0,0.0,0.0,0.0,4.0
65,Reféns de um Estado,"['A criminalidade dos jovens no Brasil, nos dias de hoje\xa0 é muito grande sendo uma das maiores do mundo . Diante disso há a necessidade de uma mudança tanto no âmbito da segurança quanto da escola. É de extrema importância, imprescindível e viável.', 'A escola junto com a comunidade\xa0 se torna aliada para que o número da evasão escolar diminua, e assim diminua a criminalidade entre os jovens.', 'Além disso o Estado é responsável pela segurança\xa0\xa0pois está em sua\xa0 Constituição o direito a ela, contudo é o que está em falta nas comunidades em que os jovens ficam à mercê da violência e da criminalidade . Estudos mostram que jovens envolvidos em crimes,\xa0 não eram de famílias violentas e que seu envolvimento foi a partir de seu desvio da escola. Nesse contexto\xa0 no momento em que a escola se torna atrativa, e que seus educadores estejam preparados, com uma sala de quantidade adequada de alunos, a atenção será melhor e suficiente, diminuindo a evasão.', 'Outro ponto importante para que se tenha uma mudança significativa nos parâmetros atuais, seria a escola mais perto da comunidade, abrindo suas portas durante os finais de semana, podendo ocorrer palestras, teatros, que envolvam os próprios jovens, trazendo-os para perto e vice-versa . Mudando a visão de que a escola é chata , sem importância, pois quando o educando se afasta da escola, a escola do crime estará pronta para o acolher. Evitando que o jovem se afaste da escola o tornará um cidadão de bem, com seus ideais e suas perspectivas mudam .', 'Os jovens são o futuro de uma nação, todavia o poder não se preocupa suficientemente, há uma necessidade grande de um olhar maior nesse importante ciclo de vida, para que se tornem pessoas dignas e não reféns de um Estado.']",560,Sim,298,1,120, 120, 120, 120, 80,162,0.0,0.0,0.0,0.0,0.0,10.0
83,Espírito Esportivo,"['O esporte é muito importante, as Olimpíadas, um evento mundial, prova isso,pois o esporte serve para unir as pessoas,mesmo que existam rivalidades pois o mesmo forma o caráter. O esporte estimula muitas áreas da vida.', 'Um de seus benéficios é para a saúde, que estimula o movimento do corpo,e sabemos o quanto é importante para o bem estar, (.) o esporte trás tantas coisas boas, como aprender a conviver em grupo, saber que você pode fazer o possível e o impossível, que muitas vezes você pode perder e ganhar também.', 'Mas o esporte tambémtêm seu lado ruim, quando mexem com a cabeça das pessoas e elas acabam tornando o esporte\xa0muitas vezes uma atividade egoísta,ou quando agem de maneira desonesta apenas para ganhar,e quando profissionais como técnicos não ensinam o verdadeiro espírito esportivo aos teus alunos, (.) esses tipos de coisa ainda acontecem com frequência nas práticas esportivas.', 'Portanto, o esporte precisa ter mais visibilidade e ser valorizado,e ser o esporte que una países e pessoas em todos os lugares, e que as competições sejam respeitadas, e que o esporte possa continuar mudando pessoas, e trazendo melhoras para o mundo com o espírito esportivo.']",760,Sim,193,1,120, 120, 160, 160, 200,123,0.0,0.0,0.0,0.0,0.0,14.0
53,A influência dos meios de comunicação,"['Atualmente, muito se tem discutido respeito da influência dos meios de comunicação na sociedade atual . Apesar de ajudarem de diversas maneiras, os meios de comunicação podem ser prejudiciais, pois a influência que tem sobre as pessoas é muito grande.', 'Os meios de comunicação tm uma grande importância, pois consegue-se acompanhar e divulgar informações rapidamente. Além disso, facilita na interatividade, até mesmo com pessoas de outros países.', 'Ademais, os meios de comunicação acabam sendo prejudiciais, principalmente se tratando de política. Muitas pessoas, principalmente os mais jovens usam informações encontradas na internet para definirem em quem vão votar.', 'Portanto, medidas precisam ser impostas para minimizar esse problema. O governo deve fazer campanhas de conscientização, arletando as pessoas sobre o risco de se acreditar em todas as informações encontradas, pois muitas podem ser as chamadas ""fakenews"".']",480,Sim,134,1,120, 80, 80, 120, 80,86,0.0,0.0,0.0,0.0,0.0,6.0
46,UM BEM DE TODOS,"['Em sua obra “Cidadãos de Papel”, o célebre escritor Gilberto Dimensteim disserta acerca da inefetividade dos direitos constitucionais, sobretudo, no que se refere à desigualdade de aceso aos benefícios normativos. Diante disso, nota-se que o saneamento básico não configura um sistema democrático, visto que a inoperância estatal e a urbanização desordenada contribuem para esse cenário árduo . Logo, faz-se imperiosa analisar essa conjuntura\xa0 a fim de destacar as principais causas e consequências que assola a sociedade.', 'Em primeira análise, a falta de investimentos do Poder Público dificulta o processo e auxilia um panorama hegemônico. Sob esse viés, segundo o Contrato Social – proposto pelo contratualista John Locke – é dever do Estado garantir o bem-estar coletivo. Contudo, é evidente que o Governo não promove políticas públicas com a intenção de levar para os cidadãos essa prática fundamental e, viola um direito concebido pela Magna Carta. Paralelo a isso, a proliferação de doenças tais como dengue, leptospirose e cólera, por exemplo, ameaça à saúde das pessoas devido à convivência em ambientes hostis. Desse modo, infelizmente, os indivíduos se tornam vítimas de mazelas que acarretam sérios problemas.', 'Ademais, o crescimento urbano desenfreado gerou a segregação socioespacial e a exclusão de camadas populares. Nesse contexto, o geógrafo Milton Santos reflete sobre a globalização perversa, a qual paradoxalmente elevou a circulação de capitais, mas também acentuou a marginalização. Com isso, a saturação das cidades ocasionou o aumento de locais em que o saneamento é ausente e, o abandono desse elemento básico configura um exército de “cidadãos de papel”. Dessa forma, tornasse nociva a manutenção desse efeito e a ampliação desse mecanismo deve ser efetuada.', 'Depreende-se, portanto, que medidas são necessárias para mitigar a problemática e superar o impasse. Urge que empresas privadas\xa0 junto ao Ministério da Saúde,\xa0 por meio de verbas governamentais, desenvolva um projeto que direcione para as comunidades mais necessitadas um planejamento na infraestrutura dos bairros de forma que amplie as redes de coleta de esgoto e disponibilize uma água potável mais acessível, deve também fazer uma fiscalização mensal em relação à integridade física dos indivíduos, a fim de garantir uma maior qualidade de vida com segurança e combater possíveis patologias. Somente assim, a premissa de Dimenstein será revertida para o pleno funcionamento do corpo social.']",840,Sim,374,1,160, 160, 160, 200, 160,250,0.0,0.0,0.0,0.0,0.0,5.0
59,,"['A grilagem foi amplamente utilizada por proprietários de grandes terras no Brasil.A concentração de terras pelos latifundiários é um dos grandes agravadores da fome e da desigualdade social no Brasil, especialmente no campo, pois restringe o acesso terra- para pequenos produtores - e a alimentos com preços acessíveis. A fome pode ser combatida através de mobilizações de âmbito federal, municipal e comunitário.', 'Segundo o senso de 2006, o mais recente, os latifundiários representam 0,91% do total de proprietários rurais e concentram 45% de todas as terras cultiváveis brasileiras. Tal fato expressa uma ampla desigualdade no meio agrário, que dificulta o acesso e o mantimento de terras para pequenos produtores que vivem e alimentam suas famílias do que provem da terra . Entretanto é possível amenizar tal disparidade por meio da distribuição de terras obsoletas, confiscadas e distribuídas pelo ministério da agricultura, para famílias que vivem em regiões de extrema pobreza, sendo essas terras um lugar onde possam viver e produzir seu próprio alimento.', 'Os latifúndios afetam também muito o acesso a comida no meio urbano, pois, produzem, quase que, apenas para a exportação de alimentos que servem como matéria-prima para a produção de outros alimentos, como a soja, e ao mand-los para o exterior, onde são industrializados retornam ao pas superfaturados, ou seja, o preço aumenta e fica de difícil acesso as pessoas de baixa renda que acabam por passar fome, que no meio urbano pode ser reduzida por meio da criação de hortas comunitárias, onde caberia as prefeituras cederem os espaços e as hortaliças, já a comunidade caberia mobilizar-se para planejar e fazer a horta, além de mant-las, visando o consumo próprio e não mercantil.']",520,Não,276,1,120, 120, 80, 120, 80,161,0.0,0.0,0.0,0.0,0.0,9.0
