prompt,title,essay,score,possui_titulo,quant_de_palavras,Zero?,Língua Port,Tema e Gênero,Coerência,Coesão,Prop de Interv,Distintas,Ortografia,Gramática,Pontuação,Estilo,Concordância,Outros
78,,"['Sabe-se que a educação no Brasil é um problema longe de ser resolvido . Sete em cada dez alunos se sentem desmotivados quando se trata da educação nas escolas do país .', 'Analisar esse fato requer a abordagem de questões políticas, sociais e culturais. É um assunto um tanto quanto problemático a depender do ponto de vista de cada indivíduo.', 'Sem precisar aprofundar muito na istória do Brasil, é notório que desde a Idade Média já havia um mundo antidemocrático e com extrema desigualdade social, onde os reis mandavam sem intervenção da sociedade e os nobres obtinham os privilégios. Trazendo a educação para esse contexto, podemos observar que além da população não poder intervir nas modificações do país , os jovens de baixa renda tem menor probabilidade de ingressar em uma Universidade já que a qualidade de ensino é péssima,', 'Segundo o MEC (Ministério da Educação), essa Reforma do Ensino Médio trata-se de um instrumento fundamental para a melhoria da educação no país. O que nos remete a refletir sobre tantos pontos fundamentais que vai muito além do aluno poder escolher o que quer estudar\xa0. Por outro lado, pode ser sim uma forma positiva de atrair mais estudantes para as escolas já que o índice de jovens fora das mesmas é alto , e ainda existir a chance de se acreditar em um futuro melhor através dos estudos.', 'Portanto, apesar de ser uma iniciativa considerável do ponto de vista do MEC e de muitos jovens que apoiam essa reforma, deveriam propor um debate na sociedade \xa0a fim de aperfeiçoar o projeto e apresentar solução para os problemas crônicos do ensino médio nacional . ""A educação exige os maiores cuidados porque influi sobre toda a vida"" Sêneca.']",600,Não,286,1,120, 120, 120, 120, 120,170,0.0,0.0,0.0,0.0,0.0,8.0
51,Integração pelo autodesenvolvimento,"['A série “Anne com “E”” apresenta o personagem Jerry, que possui dificuldades em integrar-se com outros jovens pela sua incapacidade em compreender textos simples, mesmo tendo conhecimentos de idiomas como o inglês e o francês. Traçando um paralelo desta situação às definições modernas aplicadas à realidade brasileira, Jerry seria caracterizado como um analfabeto funcional . Ora, mediante as problemáticas sociais geradas por esta condição, é um dever dos diversos estratos sociais intervir, pela educação básica, na realidade dos indivíduos afetados.', 'Neste sentido, tem-se na perspectiva trabalhista o estímulo ao conhecimento técnico sem a aplicação efetiva do saber. Este tema foi abordado pelo sociólogo Harry Braverman, uma vez que ele inferiu que a qualificação técnica proposta por muitas empresas relaciona-se apenas ao operacionamento básico de máquinas, fazendo com que o trabalhador não tenha estímulos em aplicar ou mesmo aprimorar seus conhecimentos, estimulando o analfabetismo funcional.', 'Ademais, tem-se a perspectiva das redes sociais, local por meio em que, conforme dados expostos pela revista BBC, muitas pessoas com dificuldades interpretativas podem buscar por comunicação e notícias. Contudo, as informações indicadas por esta mesma revista indicam que estas pessoas tornam-se mais suscetíveis às “fake news”, facilmente criadas por perfis não verificados, auxiliando a propag-las pela sua incapacidade de análise textual crítica.', 'Portanto, frente ao perfil dos analfabetos funcionais brasileiros, convêm , às Secretarias Municipais de Educação, estimular programas locais de educação e viabilização online da leitura nos laboratórios de informática municipais dentro das redes sociais . Estes sistemas podem utilizar metodologias ativas e em grupo de ensino, como os “Problem Based Learning (PBLs)”, em que, por meio de tutores que elencam problemas, os indivíduos precisam buscar, em conjunto, suas próprias respostas, que serão avaliadas pelos tutores, por meio de uma busca direcionada por textos, estimulando\xa0 o autodesenvolvimento em língua portuguesa, a leitura e a integração social.']",720,Sim,302,1,160, 160, 120, 160, 120,201,0.0,0.0,0.0,0.0,0.0,12.0
58,,"['Em sua canção Alugar- se, o cantor Raul Seixas cria a metáfora "" Amazônia é o jardim do quintal e o dlar deles vai paga nosso mingau"", retoma a consoante da permuta já feita desde do período da colonização portuguesa sobre as trocas desiguais como de objetos, bijuterias, espelhos etc, ou mesmo transmitir doenças para dizimar tribos e tomar terras . Após 500 anos a mata Atlântica diminuiu em mais de 50% conforme divulgado pelo Ministério do Meio Ambiente, se não for tomada medidas a floresta Amazônica chegará as mesmas proporções.', 'A discrepância do desflorestamento são visíveis nas regiões das encostas dos rios, ( devido a população ribeirinha utiliza barcos como via de transporte, os quais as levam para outros localidades)\xa0\xa0com assoreamento resultado da perda das matas ciliares condizente com o surgimento de garimpo, povoados periféricos e a poluição por lançamento de resíduos. Clóvis de Barros Filho relata\xa0\xa0"" a natureza humana é cruel e injusta"", aqueles agentes devido a sua vivência e costumes se enquadra nessa conjectura.', 'Outrossim, o governo federal com auxilio da polícia ambiental deverá propaga medidas de conscientização da população local para conservação, baseadas em pesquisas científicas as quais ensinam meios sustentáveis de agricultura, pastagem, a Universidade Federal de Minas Gerais- UFMG publicou um artigo o qual informa que produziu métodos de fabricação de tijolos provenientes de rejeitos da mineração .\xa0Em suma, ressalta Immanuel Kant que a virtude é uma resistência a ""natureza"" em nós, exige educação e disposição em aprender.']",560,Não,244,1,120, 160, 80, 120, 80,177,0.0,0.0,0.0,0.0,0.0,12.0
82,Controle,"['A atitude de automedicação, \xa0\xa0contraria a sugestão médica de buscar ajuda, todavia, tal atitude -com determinado controle- é nescessária na atualidade. Atualmente vivenciamos um mundo dinâmico e cada vez mais rápido. A consequência é o surgimento de problemas de saúde, uns de alta gravidade -como obesidade- e outros mais simplificados, porém mais constantes- como dores nas costas. Dores nas costas pode \xa0ser consequência de má postura, muitas vezes ocasionada pela postura apresentada durante um dia de trabalho no escritório. Uma simples dose de rémedio para dor e o problema em questão está aliviado, no entanto, não solucionado. A acessibilidade ao medicamento, \xa0\xa0permite manter e facilitar a participação humana nesse mundo dinâmico. Com a rede mundial de comunicação, mútiplas informações são transmitidas, mas a carência de fontes gera mobilizações por proximidade afetual. Muitas pessoas preferem receber dicas de amigos que tiveram casos semelhantes do que  de pessoas especializadas, em contrapartida, em muitos casos, pessoas especializadas não se encontram nas proximidades ou disponível . Ocorre também a inexistência do serviço público de saúde na região \xa0\xa0favorecendo a automedicação. O custo para instalação de determinados postos de antedimentos em regiões isoladas é alto, além das dificuldades de transporte e construção que diminuem o favorecimento da instalação. O constante acréscimo de problemas de saúde rotineiros, \xa0\xa0\xa0favorece o processo de automedicação, \xa0tal processo deve-se ser controlado e educado. Para que isso ocorra \xa0\xa0é nescessário \xa0devem ser estabelecidas nos ambientes de trabalho, evitando futuros problemas derivados da rotina.']",680,Sim,242,1,160, 120, 120, 120, 160,160,0.0,0.0,0.0,0.0,0.0,16.0
71,,"['Tem se tornado cada vez mais frequente a ocorrência de suicídios na sociedade, principalmente entre adolescentes e jovens. Desse modo, são muito os fatores que proporcionam o indivíduo a cometer um atentado contra a própria vida, tais como o bulliyng - muito comum a prática entre pessoas com faixa etária de 12 a 24 anos- sofrido no cotidiano escolar, e a exclusão social, seja por gênero ou classe social, por exemplo. Tal realidade poderia ser evitada com pequenas percepções de pessoas próximas, como os pais e familiares, professores e colegas de classe, os quais não se atentam a mudança comportamental\xa0 da vítima e não proporcionam o auxílio necessário.', 'A princípio, muitos casos de violência são ignorados por pessoas que assistem. Por exemplo, nos meios educacionais, onde um determinado aluno é alvo de brincadeiras desagradáveis, e mesmo com a insatisfação que tende a demonstrar, o educador e os demais estudantes não interferem para impedir tal situação e nem mesmo denunciam, na maioria dos casos. Sob essa lógica, percebe-se que o padecente fica exposto aos atos sociais, causando indignação, raiva e desgosto do ambiente em que frequenta. De maneira análoga, surgem problemas de saúde como a depressão, na qual o autocídio é utilizado para por fim na situação problemática.', 'Cabe ainda pontuar que muitos casos de suicídio poderiam ser evitados caso houvesse o conhecimento da situação em que o indivíduo se encontra. O mudança de comportamento é demonstrada através do isolamento, consumo de álcool e drogas ilícitas e ainda pela agressividade. Em 2017, a série ""13 reasons why"" - uma série americana que relata a violência sofrida por uma estudante, a qual deixa gravado treze motivos que a levou a se suicidar - fez com que o mundo olhasse com mais cautela para o problema, adquirindo apoio da comunidade internacional, e certamente evitou muitas tragédias que poderiam ocorrer caso passassem despercebidas.', 'Fica evidente, diante desse quado, que é de suma importância todas as pessoas estarem atentas ao comportamento de seus familiares, afim de poder agir e evitar tragédias, levando-as a tratamentos e acompanhamentos com especialistas, como psicólogos. E ainda, as escolas por meio de palestras e atividades extracurriculares devem tratar o tema com maior seriedade, corrigindo posturas violentas e advertindo para a solução de tal problema. E por outro lado, quem se sente constrangido com situações de agressões, sejam elas físicas, verbais ou psicológicas, devem procurar assistência de autoridades, através de queixas. Para uma formação de uma sociedade com princípios morais, o processo de educação deve-se começar pela base, moldando os pensamentos das crianças para que crescem\xa0com dignidade e respeito ao próximo.']",720,Não,430,1,160, 160, 120, 160, 120,258,0.0,0.0,0.0,0.0,0.0,9.0
75,,"['Atualmente o projeto de liberação do porte de armas está sendo bem discutido. De um lado aqueles que apoiam o avanço, porque devolve o direito do cidadão de legítima defesa, por outro querem o desarmamento, pois afirma quanto mais armas, maiores atos de violência.', 'Na sociedade atual as pessoas andam nas ruas em alertas com medo de ser abordada por algum assaltante. Aqueles a favor do avanço acredita diminuir a criminalidade, pois o ladrão vai perceber que a vítima está armada e pode reagir o assalto.', 'Convém lembrar ainda que a cidadão em favor do retrocesso . Pressupõe quanto mais armas maior será acidentes domésticos. Com uma pistola dentro de casa aumenta chances de assassinatos, atos de violência, a arma pode cai em mãos errada e o indivíduo pode cometer suicídio por problemas pessoais.', 'Dessa forma, para o país conseguir avançar a liberação, o governo deveria ter obrigação de criar mais leis severas e punição dos criminosos, além disso, as escolas poderia investir em projetos educacionais com objetivo de educar melhor crianças e adolescente para tir-los da rota do crime.']",520,Não,180,1,120, 80, 80, 120, 120,122,0.0,0.0,0.0,0.0,0.0,4.0
47,Educação de qualidade,"['No filme ""Sociedade dos Poetas Mortos"" de 1989, o professor inglês John Keating introduz métodos de ensino nada convencionais para ampliar o olhar de aprendizado de seus alunos, aliviando-os, assim, da didática metódica e rígida na qual cabiam apenas o professor e o aluno em sala. Comparando com o contexto atual, o filme se faz presente quando retomamos a educação a distância, na qual possibilitou uma nova modelagem de ensino e aprendizado. Porém, no Brasil, a desigualdade digital e a falta de profissionais capacitados à dispositivos EaD mostram-se como um dos principais divergentes ao progresso dessa modalidade educacional.', 'Antigamente, o ensino a distância era realizado por meio de materiais didáticos, rádios e tevês. Com o advento da internet, este passou a ser seu principal espaço e seus recursos tornam-se os computadores, os CDs/ DVDs e as mídias sociais. Com isso, a criação de diversas plataformas digitais como salas de webconferência e aplicativos para estudos viabilizam aos estudantes de diversas instituições educacionais a formação rápida e prática em qualquer modalidade de ensino, sendo que esses alunos fazem seu próprio horário e espaço de estudo . Porém, mesmo com todo esse avanço, mais de 70 milhões de pessoas no Brasil, de acordo com a Folha de São Paulo(2020), sendo maioria das classes D e E apresentam acesso precário ou não tm acesso ao universo cibernético atual. Sem contar que, de acordo com o Comitê Gestor da Internet do Brasil (CGI.br), 58% dos lares brasileiros não têm computadores. Esse problema se agrava, visto que não tem como promover a universalização do acesso à internet no território nacional, já que o acesso se dá em Banda Larga pela prestação de serviços de telecomunicações em regime privado. Assim, com essa desigualdade digital, estudantes da área rural ou de comunidades carentes apresentam dificuldades em efetuar cursos em modalidades Ead.', 'Ademais, vale complementar que, a relação professor-aluno na modalidade Ead é mediada pelos ambiente virtuais, sendo necessário a capacitação dos profissionais de ensino essas ferramentas. Porém, grande parte deles começam a trabalhar nessa modalidade, mas não são qualificados, e, de acordo com estudiosos como Toschi (2003), diversos cursos passam a utilizar dos novos meios tecnológicos, porém não instrui ou prepara seus profissionais para o melhor uso dos mesmos . Com isso, a dificuldade de interação faz com que a distância física se aumente ainda mais e, no final, o professor se torne responsável por apenas repassar conhecimento mas não contribuir para a amplificação do mesmo junto ao aluno.', 'Infere-se, portanto, que é necessário adotar medidas públicas para vencer esses desafios presentes no ensino a distância no Brasil. Visto isso, é de grande importância que o Governo Federal , por meio da instalação de telecentros, amplie o acesso à internet e aos dispositivos tecnológicos nas áreas rurais e nas comunidades carentes, com a finalidade de promover a inclusão digital todos. Vale ressaltar, também, que cabe ao Ministério da Educação instruir seus profissionais sobre o melhor uso das plataformas digitais e dos aparatos tecnológicos, por meio de cursos e métodos de capacitação, a fim de que, assim, fomente uma educação de qualidade caracterizada pela boa interatividade e pelo bom acompanhamento pedagógico. Com isso, a educação a distância se efetuará progressivamente no país e contribuirá para seu desenvolvimento.']",720,Sim,538,1,160, 160, 120, 160, 120,277,0.0,0.0,0.0,0.0,0.0,17.0
52,Liberdade irracional,"['Seres vivos, podemos\xa0citar inúmeros, podendo ter diferenças físicas, mentais, mas algo que todos possuem em comum: ciclo vital.', 'Todos tem esse mesmo objetivo, nascer, crescer, se reproduzir e morrer. Dentre todos essas etapas do ciclo vital, a mais importante e responsável pelo crescimento dos seres vivos é a reprodução.', 'Tendo em vista esse conceito, a reprodução assemelha-se como algo positivo, entretanto, pelo fato de que, segundo Aristóteles, o ser humano é um animal racional, ele tem a capacidade de escolher entre se reproduzir ou não; cuidar de um bebê ou não. E esse é o principal problema da gravidez precoce, pois um jovem tem sonhos, objetivos que ainda não foram alcançados e se deparando com uma situação de gravidez, se vê como seu futuro estivesse acabado, muitas vezes recorrem a orfanatos, parentes ou abandono.', 'Essa liberdade que provém da racionalidade faz pessoas cometerem atitudes horrendas, como diz George Shaw, ""Liberdade significa responsabilidade. É por isso que tanta gente tem medo dela."" Essa é a visão que os jovens precisam ter antes de tomarem atitudes irresponsáveis\xa0que podem prejudicar tanto eles como a criança que irá vir ao mundo.', 'Logo, a divulgação dos métodos contraceptivos para jovens é essencial, pois é necessário para nossa nação fazer, por meio da educação, uma sociedade futura responsável.']",400,Sim,212,1,120, 80, 40, 120, 40,143,0.0,0.0,0.0,0.0,0.0,4.0
50,Um colapso na saúde Brasileira,"['O desenvolvimento e investimento da ciência é de suma importância para o mundo, visando\xa0 não só melhorias no âmbito da saúde, como em todos os sentidos sociais e econmicos de um aís.\xa0\xa0Visto que a falta de investimento na ciência afeta muito mais do que só a saúde rasileira , pois tudo está interligado.', 'Através da ciência, foram descobertos vários meios de prevenção e cura contra doenças e possíveis pandemias na sociedade. Em 1789, Edward Jenner descobriu e desenvolveu a vacina contra a varíola, que foi essencial principalmente no pico da doença, em 1904 que ficou conhecido como ""A revolta da Vacina"" . Atualmente vrias outras vacinas e medicamentos foram criados para auxiliar o combate de diversas doenças , mas será que já é o suficiente .', 'Por onde anda o novo Edward Jenner?. O covid 19 já matou, e tem matado\xa0\xa0muita gente, pesquisas apontam vrias tentativas feitas para a criação de um antidoto, uma vacina que combata esse vírus tão intrigante . Segundo o jornal da Record ( JR), em Israel, estão finalizando testes finais para a liberação da vacina contra o coronavírus. A ciência auxilia e implica em tudo ao nosso redor, podemos ver que nessa pandemia,\xa0 não só a saúde foi afetada,\xa0 mas a economia de vários países. É grande o nmero de famílias brasileiras que estão passando fome, o nmero de pessoas que por conta da crise perderam seus empregos. Os estados temem um colapso na saúde publica.', 'Levando-se em conta o que foi observado, é de suma importância o investimento na ciência em todos os aspectos . isto que a falta dela implica em todo o desenvolvimento de um país. É viável que todo esse investimento seja feito principalmente nas escolas, porque é nela que é formado profissionais que futuramente podem trazer respostas para problemas na sociedade brasileira, e no mundo. Facilitando o saber principalmente em áreas mais pobres, periferias e zonas rurais.']",680,Sim,317,1,160, 160, 120, 160, 80,172,0.0,0.0,0.0,0.0,0.0,21.0
66,Precisa-se de bons exemplos,"['As redes sócias no Brasil se tornaram uma vergonha mundial. Pessoas que, na vida social é uma e na rede virtual é outra, por vezes irreconhecível. Desde junho de 2013 as batalhas sociais virtuais em terras brasileiras se tornaram sangrentas. Falta de respeito, ética, amor, honra e compaixão sumiram da rbita nacional. Famílias se desintegraram, amigos se odiaram e pessoas que nem se conheciam se tornaram inimigos reais. Tudo por causa da inteligência artificial.', 'Mentiras jogadas nas redes como flechas venenosas, envenenaram a paz e dividiram o país entre mortadelas e coxinhas, e o ódio passou a ser a língua mais falada na internet nacional. Um influenciador digital (pessoas que têm muitos seguidores) passou a dirigir a manada de alienados para compartilhar todo tipo de informação sobre Dilma, Lula e o PT sem nem questionar. Simplesmente pelo prazer de fazer parte daquela rede absurda de lobotomizados digitais. Sem filtro, sentimento, curiosidade ou crtica para checar a informação, que logo passa a se alastrar como um raio correndo na chuva. Vão sendo manipulados e manuseados ao bel prazer de pessoas sem caráter e sem nada a perder, só pelo ilusório prazer de ter milhões de curtidas.', 'Isso é muito perigoso! Pessoas na maioria das vezes inocentes, são influenciadas por mentes criminosas para fazer o mal. A dona de casa Fabiane Maria de Jesus, morta aos 33 anos em 5 de maio de 2014. Morreu inocente, nunca fez mal a ninguém, por mentiras e boatos foi morta cruelmente, isso não pode ser esquecido . Tem que haver lei e punições severas para quem comete crime virtual. Quanto a influncia de compras, muitas vezes automaticamente a pessoa é direcionada para sites de compras, esses influenciadores não obtém sucesso com quem não tem dinheiro. Esse tipo de negcio se dá melhor no campo sentimental. Pessoas públicas, principalmente políticos são as maiores vtimas de toda persuasão digital no Brasil.', 'A coisa ficou muito séria no país, é de grande urgência que as autoridades competentes tomem providencia com lei e punição para quem comete crime virtual. Ninguém tem o direito de desrespeitar, ferir, denegrir, ofender e mentir sobre pessoas alheia, seja ela,\xa0 pessoa pública ou comum. Deve-se usar a net como um meio de socialização e nunca como arma para destruir ninguém. Para isso devemos\xa0 quebrar as paredes de crueldade e injustiça. E se fizermos o nosso melhor com o tempo que nos é dado, outros vão ter esperança no nosso exemplo. Só o bom exemplo pode melhorar o mundo! Real ou virtual.']",640,Sim,417,1,120, 160, 120, 120, 120,247,0.0,0.0,0.0,0.0,0.0,12.0
