prompt,title,essay,score,possui_titulo,quant_de_palavras,Zero?,Língua Port,Tema e Gênero,Coerência,Coesão,Prop de Interv,Distintas,Ortografia,Gramática,Pontuação,Estilo,Concordância,Outros
51,É essencial a alfabetização,"['A alfabetização é indispensável para se ter uma boa escrita e uma boa leitura dentro do limite , mas o analfabetismo esta presente tanto para adolescentes, para jovens quanto para pessoas já de idade.', 'A porcentagem de analfabetizados é bem maior para idosos, pelo fato de que muitos em sua época escolar,\xa0\xa0não permaneceram firmes em seus estudos, para hoje serem alfabetizados, muitos largavam as escolas para poderem trabalhar, ou nem sequer tinham a oportunidade de aprender.', 'E nos dias atuais,\xa0 a analfabetização esta em campos de jovens/adolescentes desistentes ou repetentes,\xa0que de alguma forma até buscam mudanças, procuram aprender, procuram se alfabetizar, voltar s salas de aulas, mas são intimidados por outros jovens, fazendo com que eles se sintam envergonhados de estarem a um passo atrás dos outros, alguns até conseguem se manter firme, passar por cima de zoações alheias, mas alguns possuem um psicológico mais fraco.', 'Uma das maneiras de se alfabetizar,\xa0 é voltar s escolas, procurar programas de alfabetização, cursos, reforços de leitura ou escrita, e as pessoas as voltas dos analfabetizados procurar sempre estar incentivando os, ajudar quando for preciso, levar até a uma solução, nunca julgar, sempre apoiar, e os própios analfabetizados precisam também querer uma mudança, precisam querer aprender. Como Imannuel Kant nos diz : ""O homem não é nada além do que a educação faz dele"". Para querermos um sucesso promissor devemos de fato nos educar, melhorar sempre, crescer metalmente, e buscar aprender sempre mais.']",600,Sim,240,1,120, 160, 120, 120, 80,150,0.0,0.0,0.0,0.0,0.0,16.0
81,"Brasil, um país laico?","['Diante da atual situação, o Brasil está longe de se tornar um país laico, \xa0afirmo isso pois, atualmente, podemos ver tanto em noticiários quanto em nosso dia a dia exemplos de como estamos distantes disso. A intolerância religiosa ocorre, principalmente, pelo sentimento que muitos dos crentes (de qualquer religião) desenvolvem, que é acreditar que sua religião é melhor do que as outras, consequentemente, essas pessoas, em sua maioria, não aceitam, ? nem respeitam, ?\xa0nenhuma religião que não seja a que acreditam.', 'Por ser um problema de grande escala e importância, buscamos urgentemente uma solução, e um dos caminhos seria ensinar nas escolas, começando pelo fundamental , a respeitar as diferenças de cada um, seja \xa0cor, pensamentos, condição financeira, crenças, etc. Desta \xa0forma, as gerações futuras seriam livres de todo tipo de preconceito, ?\xa0 e em busca de uma sociedade melhor. Um caminho com efeitos à \xa0curto prazo, ?\xa0seria que os crimes que vierem a ocorrer sejam tratados com severidade, com aumentos das penas e fianças; juntamente com campanhas contra essa intolerância. A liberdade de religião é um tema que precisa ser mais abordado, desta forma, será um passo a menos à \xa0luta contra a intolerância religiosa no Brasil.']",520,Sim,198,1,120, 80, 80, 120, 120,135,0.0,0.0,0.0,0.0,0.0,11.0
85,Ascensão da iniciativa popular,"['Todos os eleitores sabem que os seus determinados políticos eleitos têm o objetivo de os representarem. Mas, o que muitos eleitores não sabem é que eles mesmos podem elaborar projetos de leis para a melhoria da sociedade. Quem for enviar seu projeto deve pensar quais são os problemas mais importantes a serem resolvidos e tentar criar uma solução. Um dos problemas que é bastante grave é a segurança pública do Brasil.  A segurança pública no Brasil é caótica, para comprovar isso, segundo estatísticas de 2015 feita por uma ONG do México, das 50 cidades mais violentas do planeta, 21 delas são do Brasil. As polícias Militar, Civil e Federal precisam ser melhoradas e terem investimento que funcione, não apenas investir bilhões sem saber para o que serve cada centavo. Como a polícia em geral não consegue lidar com a criminalidade, precisa-se de um reforço especial: as Forças Armadas. Empregar essas forças com um serviço que deveria ser feito apenas pela polícia pode parecer até um retrocesso. Mas, se as empregarem de um modo inteligente será um grande avanço. As Forças Armadas devem trabalhar nas ruas do mesmo modo que a Polícia Militar. Para isso, os soldados que fossem às ruas deveriam passar pelos mesmos processos que os policiais, tendo em conta a experiência com armas e afins que eles já possuem. Os militares iriam adquirir mais experiência lidando com a desordem na veia e, se houvesse algum dia uma guerra militar, eles se retirariam das ruas e focariam somente na guerra e teriam maior capacidade de enfrentar o temido problema. Se mantidos os salários normais dos militares, tal ato não geraria um alto custo aos cofres públicos. O Brasil não está com ordem interna e ela precisa ser imposta para que não possa piorar ainda mais. Sendo assim, de acordo com a lei complementar de nº 97 de 1999 cabe ao Presidente da República decidir se as Forças Armadas podem atuar nas ruas caso os órgãos de segurança não possuam mais a capacidade de manter a ordem pública. Deve de haver uma lei que efetive de fato essa lei complementar e que o Presidente da República possa aplicá-la de imediato para a segurança de todos. As pessoas ao verem pela primeira vez os militares andando pelas ruas poderiam até se estranharem um pouco. Mas, depois de um tempo iriam se acostumar e se sentiriam até mais seguras. Caso efetivamente essas forças fossem às ruas, os índices citados anteriormente poderiam até cair e, quem sabe, o Brasil não ficaria bem longe dessas estastísticas de violência.']",840,Sim,424,1,160, 160, 160, 200, 160,233,0.0,0.0,0.0,0.0,0.0,9.0
49,A influência diária,"['A carreira de digital influencer vem crescendo\xa0 muito ultimamente junto com as redes sociais. O papel desses profissionais é induzir seu público alvo a consumir produtos que eles divulgam.', ""Os influenciadores digitais são muito importantes para a sociedade pois eles são um meio de entretenimento para todos acessarem no youtube, instagram e outras redes sociais, mas eles precisam tomar muito cuidado com o que mostram para não estimular ninguém a ter atitudes antiéticas ou se sentir mal por não ter a vida ''perfeita'' que ele vê."", 'Um exemplo disso são as crianças que assistem seus influenciadores preferidos e querem comprar o que eles usam , fazer o que eles fazem e até usar as mesmas gírias, os pais devem ser cuidadosos e prestar atenção no que os filhos olham nas redes sociais.', 'Portanto, seguir famosos nas redes sociais é ótimo para relaxar e conhecer algo novo, mas é importante tomar cuidado se a influenciadora tem bom caráter e é verdadeira. Os influenciadores digitais devem fazer um curso para aprender a se portar em situações complicadas e como lidar com os principais dilemas de seu público.']",600,Sim,185,1,120, 120, 120, 120, 120,114,0.0,0.0,0.0,0.0,0.0,6.0
71,"suicídio entre jovens, uma problemática social","['É notório que as conquistas pessoais no mundo contemporâneo tornaram-se uma questão de persistência e determinação. E como disse o historiador Leandro Karnal em um vídeo motivacional – todo objetivo de vida media-se pelo esforço . No entanto, nem sempre essa realidade denota êxito, pois há uma pluralidade de problemas que podem acarretar conflitos emocionais, depressão e pensamentos suicidas. Tais impasses estão atrelados há sentimento de não pertencimento por sofrerem bullying ou mudanças de localidades e ausência dos pais pelo trabalho.', 'Nesse contexto, o psicoterapeuta Ivan Carpelatto em sua palestra no Instituto CPFL – cultura observa que a relação dos adolescentes atuais frente aos pais está pautada num viés mais digital, cujos progenitores estão mais ausentes devido à jornada de trabalho . Portanto, gera uma situação de fatos as quais configuram um indivíduo solitário, fechado em seu mundo digital e entregue ao “obscuro” da internet. Ademais, essa ausência dos pais pode desaperceber problemas como bullying sofrido na escara, falta de socialização por ser tímido ou sentir-se “deslocado” pela frequência a nova escola e, dessa forma, auto excluir-se socialmente. Então, são problemáticas que direcionam o jovem a possíveis pensamentos suicídas e tangenciam uma abordagem carente da presença dos responsáveis pelo indivíduo, sejam os pais, tios ou avós.', 'Dessa forma, percebe-se uma questão contemporânea que aborda premissas importantes a seres debatidas, porque a existência do suicídio entrelaça um conjunto de fatores familiares, pessoais e sociais que colaboram para resultados ruins. Contudo, soluções são imprescindíveis para resolver esse male. O Ministério da Educação precisa desenvolver projetos assistenciais junto ao O Centro de Referência de Assistência Social (Cras) para que juntos possam criar um centro especializado de ajuda ao jovem depressivo. Para isso, professores e assistentes sociais iriam às casas nas comunidades e instruiriam pais e filhos a entenderem os perigos da atualidade. Assim, uma sociedade de ajuda mútua transformaria um pensamento jovem e solitário numa produção ao futuro.']",640,Sim,315,1,120, 160, 120, 120, 120,214,0.0,0.0,0.0,0.0,0.0,8.0
76,A desigualdade de gênero no país,"['A busca pela igualdade de gênero está presente na sociedade há muitos anos. Porém, mesmo com tantas revoluções e movimentos sociais, ainda existe uma notável desigualdade em relação a salário, ocupação e participação na sociedade entre homens e mulheres. Diante disso, tal assunto merece ser discutido.', 'O estereótipo de sexo frágil atribuído ás mulheres é um termo pejorativo e preconceituoso. Há muito tempo a mulher deixou de ser dependente do homem, a sua busca por autonomia e liberdade tem sido constante e, muitas vezes, tem gerado bons resultados. Mesmo com tantas conquistas, ainda existe a desigualdade de gênero no país, uma vez que mulheres tem remuneração inferior a dos homens mesmo ocupando o mesmo cargo, também, existem casos onde não podem exercer certas funções que na teoria são destinadas somente a pessoas do sexo masculino e não tem uma melhor participação na sociedade.', 'As consequências da desigualdade de gênero são muitas, como a disseminação de preconceitos, desvalorização da mulher e o fortalecimento do machismo. Mesmo que em pequenas proporções, essas consequências podem prejudicar a qualidade de vida da mulher, como exemplo disso, pode haver a restrição a empregos e consequentemente prejuízos na economia.', 'Diante disso, cabe ao Estado zelar pela integridade da mulher, criando leis que priorizam a igualdade de gênero, ambém,\xa0 cabe a esfera social a valorização do sexo feminino e cabe a mídia vincular informações acerca da importância da mulher na sociedade brasileira.']",640,Sim,235,1,120, 160, 120, 120, 120,139,0.0,0.0,0.0,0.0,0.0,5.0
58,Até que ponto a ganância irá nos consumir?,"['A floresta Amazônica cuja maior floresta tropical do mundo está frequentemente sendo alvo de desmatamento devido sua grade riqueza em recursos.', 'Est que é um dos maiores biomas do mundo, com uma abundante quantidade de plantas usadas para fins medicinais, grande reservatório de agua doce, diversidade exorbitante na fauna e flora e ainda uma grande armazenadora de carbono ajudando no equilíbrio climático.', 'Porém, a Amazônia anda sendo foco de muitos indícios de desmatamento , podendo ser mostrado através do INPE (Instituto Nacional de Pesquisa Espacial) dados apostando 4,6 KM2 de área com desmatamento em 2018.', 'Por motivos como esse o Brasil perdeu acordos com países como Alemanha e Berlim que visavam fundos para Amazônia. E ainda havendo a exoneração do diretor do INPE após expor dador que evidenciavam números alarmantes sobre as queimadas.', 'Assim, devendo ser mais rigorosas as leis protetivas do Código Florestal, busca pelos direitos através de protesto e abaixo assinado , reivindicação por uma cultura que se proponha mais a buscar a preservação ao meio ambiente ao invés das ganncia pelo dinheiro, na qual será uma busca fútil visando que daqui alguns anos se não houver mais recursos não teremos como viver, e assim colocando em pratica todas as ideias e lutando por um mundo melhor..']",560,Sim,209,1,120, 160, 80, 120, 80,144,0.0,0.0,0.0,0.0,0.0,10.0
61,Suicídio,"['A palavra originada do latim, pode ser conhecida como autocídio, é o ato de matar a si mesmo. Os motivos que levam alguém a se auto assassinar são finitos : problemas familiares,mentais, com o trabalho, depressão, autoestima, ou porque cansou de viver e não veem mais sentido em continuar. A questão é que o suícídio não é um fator que se pode ignorar,é uma realidade vivida entre nós, a qualquer momento alguém próximo pode se matar. e a pessoa que faz isso não prejudica a si somente mas também as pessoas ao seu redor que se importam com ela.Todavia o que se pode fazer para evitar?', 'Nos últimos anos tem se observado uma grande quantidade de policiais que cometem tal ato enquanto estão em serviço . Além de ser uma profissão em que se arrisca a vivência a todo momento, também tem o fato de ser um ofício que causa bastante estresse e em que eles podem tirar a existência de alguém,seja para salvar a sua em si ou para proteção de seu aís, e de seus colegas de equipe envolvidos. E o número de autoquíria só vem aumentando, o que acarreta uma alerta a todos para poder evitar, porque depois que acontece não a mais nada que se possa fazer, e é sempre de pessoas que ninguém poderia imaginar.', 'A maioria dos que tiram sua própria vida sofrem de transtornos mentais e traumas que o emprego pode trazer com o tempo e praticamente nenhum deles possuem acompanhamento profissional ou porque não querem . O problema se passa por todo o país principalmente nas regiões mais violentas como o Rio de Janeiro.Muitos são agredidos com palavras e insultos diariamente,isso causaria um grande desgaste emocional e psicológico a qualquer um, agora para um indivíduo que anda sempre armado as probabilidades de autoexterminio são bem maiores.', 'Podem existir várias formas de prevenção, mas o diálogo sempre sobressairá. Ter com quem conversar e contar como se sente,como foi o dia e por tudo o que passou,é algo muito importante e não precisa ser um profissional para poder ajudar,mas se for preciso existem muitos programas de auto ajuda como CVV.E que existam mais palestras que insentivem a estes profissionais diariamente,pois mesmo que sejam apenas palavras, elas podem ter o poder de ajudar a qualquer um em seus problemas mais difíceis quando usadas da maneira correta.']",480,Sim,391,1,120, 80, 80, 120, 80,215,0.0,0.0,0.0,0.0,0.0,24.0
55,Qual a sua tribo?,"['No Brasil há três tipos de indígenas: isolados, integrados e intermitentes. A hierarquia absorvida da cultura branca podem valorizá-los e garantir sua existência.', 'Os indígenas intermitentes tm grande capacidade de aprendizado da cultura civil brasileira como uma membrana estes tm um papel importante na manutenção e agrupamento do povo nas áreas já estipuladas pela FUNAI , também ajudando este órgão a fiscalizar a área demarcada.', 'Enquanto os integrados tm contato limitado com a civilização\xa0possui seu dialeto e também português como recheio de uma membrana ajudando na manutenção e promoção da tribo.', 'Nos isolados quase não possui contato com a civilização este é o guardião dos rituais, tradição e cultura dos indígenas . O pouco contato dos isolados garante qua\xa0 não seja destruída a cultura deste povo.', 'Com essa estrutura formada e bem definida os povos indígenas irão garantir a manutenção, valorização e os direitos necessários para sua tribo.']",240,Sim,148,1,80, 80, 40, 40, 0,93,0.0,0.0,0.0,0.0,0.0,7.0
54,Vacinar-se é importante?,"['O aumento da desvalorização contínua da importância da vacinação na sociedade brasileira é evidente. Isso deve ser freado , pois as maiores vítimas são as crianças, os idosos e a população em geral. Sendo relevante uma análise dos aspectos que corroboram com essa problemática: descaso do governo e parcela de culpa da sociedade.', 'É compreensível que a questão legislativa e sua aplicação estejam entre os fatores que atenuam o problema. Nesse contexto, é importante enfatizar que, o governo não leva isso a sério e é válido analisar que o desconhecimento acerca da importância da vacina influi em comportamentos inadequados contra os brasileiros . A exemplo de quando em 2018 houve uma forte epidemia da febre amarela que segund\xa0o Ministério da Saúde foi a pior epidemia da doença já registrada no país que levou a óbito 340 pessoas.', 'Além disso, é cabível salientar que, segundo Drauzio Varella, ""A vacina foi a grande responsável pelo aumento da expectativa de vida no Brasil."". Dessa forma, a sociedade se faz plenamente responsável por tal visão da sociedade.', 'Assim sendo, fica evidente a problemática da importância das vacinas no Brasil. Tomando assim indubitável a importância do Governo Federal, mediante o inistério da Saúde. Ainda cabe a mídia o papel de promover campanhas publicitárias, debates em horários nobres, fomentando a conscientização sobre o quão é importante se vacinar. Afim de que, essa problemática de cunho social seja cada vez menos recorrente na sociedade brasileira.']",600,Sim,238,1,120, 160, 80, 120, 120,148,0.0,0.0,0.0,0.0,0.0,8.0
