prompt,title,essay,score,possui_titulo,quant_de_palavras,Zero?,Língua Port,Tema e Gênero,Coerência,Coesão,Prop de Interv,Distintas,Ortografia,Gramática,Pontuação,Estilo,Concordância,Outros
55,O Índio na sociedade brasileira,"['Na literatura da primeira geração do Romantismo brasileiro, o índio era considerado um símbolo de patriotismo e nacionalismo. Já na realidade atual a situação é bem diferente, visto que eles sofrem com a desvalorização de sua cultura, tomada de terras e o preconceito social. Nesse contexto, a condição do índio no Brasil, configura um grave problema em virtude de raízes históricas e econômicas.', 'Convém ressaltar, em primeiro plano, que a exclusão do cidadão índio remonta um legado histórico. Com a chegada dos portugueses no rasil, os povos indígenas sofreram com a perda de sua liberdade, terras e cultura, já que para o colonizador estes eram considerados incivilizados e selvagens,\xa0 e, portanto, deviam ser educadas a se portar como pessoas civilizadas, afim\xa0de serem salvas. Dessa maneira, a depreciação de sua cultura se perpetua até hoje, consequência de um passado excludente e opressor.', 'Além da questão histórico-social, fatores econômicos influenciam a problemática. A violência contra o índio faz parte da realidade ligada a posse de terras, já que para a bancada ruralista, a demarcação de terras indígenas representa um obstáculo para o avanço do agronegócio, gerando assim conflitos e mortes.', 'Portanto, para que o índio tenha sua cultura e espaço valorizados no contexto brasileiro, medidas precisam ser tomadas. Assim, a FUNAI Fundação Nacional do Índio\xa0junto com o Ministério Público, deve busca agilizar a demarcação de terras mais expressivas, assim como garantir sua fiscalização, a fim de combater a violência que acomete os índios, e inibe seus direitos. Em paralelo, o MEC\xa0 deve usar a data 19 de abril, o Dia do Índio\xa0 para ensinar a cultura indígena nas escolas, através de palestras e conteúdos didáticos mostrando sua cultura de forma real. Desse modo, talvez a realidade indígena possa ser diferente. Afinal, como dizia Nelson Mandela: ‘‘ A educação é a maior arma que se pode usar para mudar o mundo’’.']",640,Sim,308,1,120, 160, 120, 120, 120,183,0.0,0.0,0.0,0.0,0.0,8.0
45,Destrato e violência - S,"['Na série ""Scandall"" a advogada Olívia defende um abuso de autoridade, vivenciado por uma jovem, que é acuada após um romance com o então presidente do Estados Unidos, com uma sucinta ameaça, tenta acabar com o possível escândalo presidencial . Fora das telas a afronta vivenciada pela jovem,\xa0 se torna evidente em casos repercutidos no Brasil, como,\xa0\xa0o destrato a um guarda civil por um desembargador, e a violência contra uma mulher negra feito por um policial militar, se tornando uma problemática.', 'Em primeira análise, a arrogância gerada pelo alto escalão de cargos públicos, que em seu destrato sobre um cidadão, considerado pelo lavor um inferior por conseguinte a não punição, gera descaso, remetendo a não punição exacerbando a fragilidade da população, diante tais fatos mencionados, Michel de Montaigne dizia que ""a covardia é a mãe da crueldade"", demonstra sucintamente o sentimento que cidadãos passam.', 'Ademais, a violência ocasionada por cargos de defesa da população,\xa0 evidencia a falta de preparo em ocorrências, gerando abordamentos inconsistentes com a ação, ocasionando iracúndias desnecessárias, passíveis de se evitar, Vitor Coelho Vieira disse uma vez que, ""os policiais e soldados são a salvação, a perdição está em quem os comanda"", nessa ressalva basta um cuidado com policiais,\xa0 para que eventos como esse supracitado deixe de acontecer.', 'Enfim, a problemática do destrato e da violência, são cabíveis de se evitar. Diante disso o Ministério da Defesa , deve criar dois projetos de leis, um para fiscalizar o treinamento com cursos de humanização para policiais, e um para punição de altos cargos, com diminuição de salários para ambos, com ressalva para o não cumprimento, a perda do cargo concomitantemente, a fim de evitar que aconteça abusos de autoridades no Brasil.']",680,Sim,283,1,120, 160, 120, 160, 120,172,0.0,0.0,0.0,0.0,0.0,11.0
54,,"['Sarampo, caxumba e rubéola são algumas doenças que podem ser evitadas mantendo o calendário de vacinação em dia. Diante disso é inegável a importância da vacina para prevenção de doenças perigosas como essas. Entretanto, segundo dados divulgados pela UNICEF a cobertura da vacina tríplice viral está caindo, foi de quase 100% em 2014 para apenas 85% em 2017. Desse modo, convm analisar os empecilhos que fazem que\xa0 esses dados não permaneçam estável.', 'Inicialmente, a Constituição Federal promulgada com base nos direitos humanos, prevê como garantia fundamental o direito saúde. Contudo o próprio poder estatal fere esse preceito. Isso porque , o Ministério da Saúde não promove políticas públicas para amenizar a hostilidade de alguns postos de saúde e hospitais , comprometendo assim a ineficácia de imunização em escala nacional.', 'Ademais, a desinformação corrobora para que os mitos que foram criados em torno da vacinação persista em nossa sociedade. As campanhas publicitárias para a prevenção não são frequentes, fazendo com que o movimento antivacina que acredita que a vacinação só trás problemas , cresçam ainda mais nas redes sociais, consequentemente a população fica com medo de se vacinarem . Portanto, é preciso desfazer esses mitos e informar a população os benefícios para a saúde.', 'Infere-se, portanto, que medidas são necessárias para solucionar o impasse. Cabe ao governo, responsável por organizar e administrar a sociedade, por intermédio do MEC financiar projetos nas escolas, por meio da utilização de recursos públicos, para fomentar debates com os pais, alunos e professores a respeito da vacina. Ademais, é necessário que sejam investigados por meio do Poder Judiciário caso de desvio de verbas e haja uma eficaz fiscalização no comprimento de leis, para que sejam destinadas de maneira correta. Dessa forma, os direitos serão respeitados e a população irá se prevenir.']",600,Não,295,1,120, 160, 80, 120, 120,188,0.0,0.0,0.0,0.0,0.0,12.0
73,Quebrando Correntes,"['No Brasil, o negro ainda não foi aceito como parte da sociedade. ivem uma constante descriminalização, mesmo tendo uma lei\xa0\xa0em sua defesa as pessoas negras ainda carregam consigo, o ar de reprovação da sociedade.', 'Isso acontece devido a exaltação da sociedade em seus padrões , onde nos\xa0trás a visibilidade da mulher negra ser a empregada da mulher branca, o jovem negro roubar ou vender drogas, enquanto o jovem branco estuda.', 'A sociedade tem nos mostrado que é errado ser negro . E isso deve ser revertido, dando visibilidade as características negras. Apontando referências boas negras dentro da sociedade. Diminuindo a taxa de homicídio por racismo .', 'O método mais fácil de superar esses desafios é desconstruir os padrões da sociedade, exaltar a beleza negra também, ensinar as crianças que cor de pele não define carácter, reeducar toda uma sociedade, e dar liberdade para as pessoas serem elas mesmas.']",400,Sim,148,1,120, 80, 80, 80, 40,98,0.0,0.0,0.0,0.0,0.0,7.0
60,,"['Atualmente o Brasil está passando por crises e disputadas políticas\xa0 e sendo dividido pela reforma da providência enquanto metade do país apoia a outra e totalmente contra ,mas qual será a melhor opção sabendo que a reforma da providência é o custo mais alto para o governo do Brasil,e possibilitando regras de aposentadoria para todos sem exceção.', 'A reforma da providência é necessári devido ao rombo no caixa brasileiro,necessitando as alterações para que futuramente todos possam se aposentar se continuasse devido as mesmas regras a curto prazo governo rasileiro não teria como mais pagar a aposentadoria e evidencialmente todos ficariam sem aposentadoria.', 'Porém dificuldades surgiram devido a diminuição do valor da aposentadoria e com a dificultação para a areá rual e o aumentando a idade da aposentaria todos terão que trabalhar mais para se aposentar,demorando mais ainda para adquirir seu direito e levando sim muitos brasileiros a dificuldade\xa0\xa0a pobreza.', 'Mas a longo prazo isso tornará uma grande economia evitando tal falência, com essa reforma na providência a maior faixa salarial de um aposentado mesmo sendo,governador,presidente, sera máximo de 6 mil reas algo não real hoje com funcionários do governo que aposentam com faixa salaria de mais 60 mil reais.', 'A reforma da providência é algo a ser levantando e pensando em consideração a cada povo desse território brasileiro,para que todos possam ser beneficiados e não como acontece no Brasil atualmente com a diferença de classes social como um aposentado pode ganhas 900 reais de aposentadoria enquanto outro pode se aposentar com 60 mil reais.', 'A reforma não é algo que trará resultado imediato mas sim nos próximos anos e deve ser discutido para saber se é uma boa ou má opção,levando em consideração os grande gastos que o Brasil tem com a previdência sendo capaz que futuramente o país não tenha mais condições de pagar aposentadoria.', 'A reforma deve ser a mudança para o Brasil sem as ela apenas estaremos ""acomodados"" e podendo levar o pas a uma falência e devemos acreditar que a mudança virá para o melhor do país e que todos poderão uma aposentadoria digna e justa, pois a crise já está sendo enfrentada reforma pode ser a salvação ou ruína do país.']",480,Não,366,1,80, 120, 80, 120, 80,185,0.0,0.0,0.0,0.0,0.0,21.0
71,Suicídio,"['A palavra suicídio vem do latim:\xa0\xa0‘sui caedere’\xa0 e significa ‘matar-se’ . Prática realizada desde a Grécia antiga como método de libertar-se do sofrimento. Sendo a quarta causa de morte de jovens no Brasil. Os motivos para o suicídio são variados, desde a adolescência ao encontrar dificuldade como as mudanças naturais da idade, buillyng na escola e tende continuar na idade adulta com os problemas pessoais ou financeiros, abuso de álcool ou drogas, medicamentos, fim de relacionamento, doenças terminais e até mesmo excesso a tecnologia que restringe o contato humano causando a sensação de solidão.', 'Constantemente somos\xa0\xa0bombardeados com campanhas em prol da prevenção do suicídio. Na mídia nas campanhas do governo, na TV como a famosa série Os 13 Porquês\xa0 explicando possíveis causas da morte de personagem. Na literatura como o livro Suicídio de Durkheim focado nas características individuais e suas conexões . Ao mesmo tempo nos deparamos com um certo despreparo de profissionais que trabalham com jovens ou da própria família e amigos do suicida. Até mesmo romance da morte a Goethe fez em Sofrimentos do jovem Wherter, que se suicidou por uma rejeição amorosa. Na música os músicos Chris Cornel e Chester Benington que suicidaram, os casos serviram de inspiração para fãs e simpatizantes finalizarem a própria vida, mal interpretados, afundados em niilismo, ansiedade e depressão.', 'A luta contra este mal que assombra em pleno século XXI precisa começar pela conscientização da sociedade, falar abertamente sobre saúde mental, buscar compreensão da família e amigos, encontrar e elucidar causas . Restringir acesso a meios letais, retirar do alcance objetos cortantes e perfurantes, medicamentos. Já disse Augusto Cury: ‘’ Quando uma pessoa pensa em suicídio, ela quer matar a dor, mas nunca a vida.’’']",640,Sim,283,1,120, 160, 120, 120, 120,186,0.0,0.0,0.0,0.0,0.0,12.0
58,,"['A Amazônia é o maior bioma terrestre do Brasil, ocupando grande parte da bacia hidrográfica da América do sul. Algumas das florestas abrange também o território exterior de países vizinhos, como no caso da Venezuela, Peru, Chile, Guiana e outros.', 'Atualmente, muito se tem discutido sobre as consequências do desmatamento e das queimadas interferindo no meio ambiental. Convém lembrar,\xa0\xa0que esta não é uma novidade recente e que segundo dados do INEP (Instituto Nacional de Pesquisas Educacionais), as queimadas enfrentadas hoje é uma das piores desde os últimos sete anos. Apesar da problemática, de fato, ser uma questão antiga não existiu medidas suficientes que barrassem o problema, fazendo ele crescer ainda mais ao longo dos anos.', 'Além disso, o tempo seco também contribui bastante para que o fogo se espalhe - mesmo que esse não o torne principal fator da situação. De acordo com o Ministro do Meio Ambiente, Ricardo Sales, a maioria dos incêndios são criminosos, ou seja, causados pela ação do homem, por empresas privadas ou não, que optam por não respeitar o código floresta, matando a natureza e todos que fazem parte dela.', 'Portanto, é necessário que o governo invista mais na política ambiental, criando leis e projetos que incentivem a fiscalização efetiva dessas áreas para que problemas como esse não venham mais a acontecer. Dessa forma, talvez, os dados possam abaixar em um futuro próximo.']",520,Não,228,1,120, 120, 80, 120, 80,160,0.0,0.0,0.0,0.0,0.0,7.0
84,"Arma na mão, tiro no pé.*","['Ás vésperas das Olimpíadas do Rio, o país enfrenta índices de criminalidade extremamente elevados, o clima de insegurança tomou conta. Segundo reportagem publicada na revista Veja, o número de óbitos diários por homicídio no Brasil é maior que o de vítimas do conflito entre Israel e Palestina. E é neste cenário que ressurge o debate sobre o porte de arma de fogo pela população civil.', 'Como mostram inúmeros protestos recentes nos EUA, o porte de armas é uma questão que suscita discussões não só no Brasil, mas em vários países. Se por um lado temos os que temem que com um maior número de armas nas ruas a violência só aumente, por outro, temos aqueles que usam a própria violência urbana como argumento para o porte. E é nessa direção que apontam a maioria dos estudos relacionados, (;) estar em posse arma de fogo é um fator que pode alterar completamente o rumo de situações cotidianas, brigas de trânsito, desentendimentos entre vizinhos e a clássica rivalidade entre torcedores seriam ainda mais perigosas.', 'O Estatuto do Desarmamento foi um marco importante na luta contra o crime, sua revogação pode trazer sérias consequências para a população. As armas têm como única função a violência, seja na mão do bandido, para causar o mal, seja nas mãos da polícia, como forma de coerção. E como disse o filósofo francês Jean-Paul Sarte, a violência, seja qual for a maneira em que se manifesta, é sempre uma derrota.', 'Sendo assim, é preciso deixar claro que armas nas mãos de civis tendem a tornar nossas cidades ainda mais perigosas. A educação é sempre a melhor saída, jovens e adultos devem ser instruídos sobre os riscos de andar armado, e para isso, o MEC pode fazer uso de campanhas educativas nas mídias e nas escolas. Também é necessário que a sociedade civil organizada pressione os legisladores para que mantenham o Estatuto, garantindo assim uma sociedade mais segura.']",920,Sim,320,1,160, 200, 160, 200, 200,191,0.0,0.0,0.0,0.0,0.0,4.0
63,,"['De acordo com Isaac Newton\xa0 toda ação gera uma reação de igual direção e intensidade, e sentido. Nesse contexto a devastação ambiental, oriunda de uma visão econômica ávida congruente com o gerenciamento negligente capitalista dos recursos naturais, tem nos direcionado a resultados funestos.', 'Não obstante os impactos ambientais já ocorridos , outras barragens se encontram em alerta, podendo a qualquer momento se romper,ocasionando mais danos incalculáveis não apenas a nação canarinha mas também a biodiversidade mundial.', 'É indubitável a existência de punições acerca de tais crimes, porém a ineficácia se faz presente, adivinda talvez da aliciação do poder judiciário afinal o processo criminal muitas vezes não é concluído, deixando impunes os culpados da dilaceração da natureza.', 'Em decorrência dos fatos mencionados, fica evidente a necessidade de uma educação ambiental tangente as grandes corporações, todavia na ocorrência de infrações que perpetrem as penas cabíveis. É imperioso também haver circulação de peças publicitrias principalmente na tv, afim de alcançar e conscientizar a multidão a contribuir com a sustentabilidade e conhecer os riscos sofridos com a falta dela.']",600,Não,175,1,120, 120, 120, 120, 120,130,0.0,0.0,0.0,0.0,0.0,7.0
81,caminhos para combater a intolerância religiosa no Brasil,"['Há muito tempo,jornais,televisões e revistas vem documentando sobre várias religiões. Grande parte dessa documentação ocorre ao fato de muitos países começarem a executar a liberdade de expressão, tornando \xa0assim, cada cidadão livre às suas escolhas e \xa0com base nisso;\xa0muitos acabam criando a sua convicção em formarem grupos religiosos.', 'Nem toda religião é formada na biblía e no mesmo Deus, mas com isso acabam gerando grandes confusões por parte de outras religiões que as veem como um problema para a sociedade. Então \xa0\xa0várias guerras religiosas acontecem e por se constituírem na base ""paz"", acabamos vendo inúmeras tragédias em busca do estabelecimento de uma única religião.', 'Hoje o Brasil se enquadra em um dos vários países que aceitam pacíficamente \xa0várias denominações religiosas, porém \xa0\xa0mesmo com essa conquista \xa0\xa0várias pessoas são atacadas por sua crença religiosa, sendo um ataque físico ou\xa0verbal.', 'Portanto, não podemos obrigar pessoas a seguirem o que queremos. Por sermos brasileiros, devemos conhecer mais as crenças religiosas de outros países, contudo, respeitando-as. As pessoas que não tem \xa0crença ou não acreditam em Deus, nós não podemos desfaze-las . Não devemos ser fanáticos, gerando uma nova guerra mundial \xa0e sim sermos pacíficos, visando o bem estar \xa0de cada ser humano, porque essa é uma política de vida em que muitos a usam para sobreviver. Realizar conferências poderiam com o tempo trazer bons resultados, porque muitos julgam sem conhecer o motivo daquela pessoa ou país.']",520,Sim,233,1,120, 80, 80, 120, 120,162,0.0,0.0,0.0,0.0,0.0,18.0
